,Verification_Status,processed_Text,noun_count,Word_Count,entity_count,class,sum_bow
3854,ข่าวจริง,อำนวย สำนักงานสถิติแห่งชาติ   สำรวจ คิดเห็น ประชาชน   ทำ งาน รัฐบาล รอบ   6   เดือน   ภาพ ประชาชน พอใจ     ร้อย   44.3,12,32,6,0,19
3855,ข่าวจริง,กฟผ.   ชวน ติดตาม ค่า ฝุ่น แอปพลิเคชัน   Sensor   for   All  ,8,15,1,0,8
3856,ข่าวจริง,สสน.   แอปพลิเคชัน   ThaiWater   รู้ น้ำ   รู้ อากาศ   ทันใจ สถานการณ์  ,8,19,2,0,7
3857,ข่าวจริง,ปลื้ม   ญี่ปุ่น สนใจ   “ กล้วย ผลิตภัณฑ์ กล้วย แปร รูป ”   ไทย,8,15,2,0,11
3858,ข่าวจริง,กรมการปกครอง แจ้ง จังหวัด   ยกเลิก สำเนา บัตร ประชาชน ทะเบียน บ้าน   ?,6,13,1,0,10
3859,ข่าวจริง,มท.   สั่ง ด่วน     จังหวัด   ระเบียบ กิจกรรม แจก บริจาค  ,7,19,2,0,9
3860,ข่าวจริง,นายก ฯ ปลื้ม   Fitch  Ratings   เศรษฐกิจ ไทย ฟื้น ตัว ต่อเนื่อง   เดินหน้า ฟื้นฟู เศรษฐกิจ ท่องเที่ยว,11,21,4,0,14
3861,ข่าวจริง,กรมสรรพสามิต เตรียม ภาษี หวาน     3     1   เม.ย.   66  ,4,20,6,0,7
3862,ข่าวจริง,สธ.   หนังสือ โรง พยาบาล ประเทศ   รักษา โรค โควิด   19   โรค ประจำ ถิ่น   อาการ รุนแรง   ยา บ้าน  ,12,29,2,0,16
3863,ข่าวจริง,กทม.   ทะเบียน จอง ฉีด วัคซีน โควิด 19   สูตร ไขว้   ซิโนแวค+ แอสตร้าเซนเนก้า   สำหรับ วัคซีน  ,15,30,14,0,14
3864,ข่าวจริง,กรมการกงสุล ทำ พาสปอร์ต งาน กาชาด     8   –   18   ธ.ค.   65    สวนลุมพินี  ,7,26,7,0,9
3865,ข่าวจริง,“ ทิพานัน ”   คิกออฟ โครงการ สร้าง เสริม รู้ พิษ ภัย บุหรี่ บุหรี่ ไฟฟ้า เด็ก เยาวชน   หวัง ป้องกัน สูบ หน้า     จุด เริ่มต้น เสพ ติด  ,19,36,0,0,17
3866,ข่าวจริง,เรือ คลองแสนแสบ แจ้ง หยุด วิ่ง สงกรานต์   5       1317   เม.ย.   65  ,5,21,9,0,8
3867,ข่าวจริง,ธอส.   โปรเด็ด งาน   Thailand   Smart   Money   อุบลราชธานี     8   ลุ้น รับสินเชื่อ บ้าน   Golden   Minute   อัตรา ดอกเบี้ย ต่ำ ปี   1     2       2.50 %   ปี  ,14,47,3,0,15
3868,ข่าวจริง,ดร. นลินี ทวีสิน     ICAPP   Business   Council     2   ถก ประเด็น ส่งเสริม ท่องเที่ยว   มั่นคง อาหาร   ย้ำ นโยบาย สนับสนุน   Soft   Power   รัฐบาล ไทย,15,42,6,0,20
3869,ข่าวจริง,โฆษก รัฐบาล เผย ฐานะ เงิน คลัง ไทย แข็งแกร่ง   3   เดือน ปีงบฯ     2566       6.33   แสน ล้าน บาท     7.36   หมื่น ล้าน บาท   เศรษฐกิจ สัญญาณ บวก,19,44,13,0,24
3870,ข่าวจริง,สิทธิ บัตร ทอง เสียหาย รักษา   ยื่น เงิน ช่วยเหลือ  ,8,14,0,0,8
3871,ข่าวจริง,ครม.   ยา ต้าน ไวรัส โมลนูพิราเวียร์ บัญชี ยา   UCEP   Plus  ,14,21,15,0,11
3872,ข่าวจริง,ลืม บัตร ประชาชน   แอปฯ   ThaID   สิทธิบัตร ทอง  ,6,16,0,0,7
3873,ข่าวจริง,ก. อุต   พื้นที่ เยี่ยมชม สำเร็จ   “ วิสาหกิจ ชุมชน ผลิต ไม้ กฤษณา   ต้นแบบ หมู่ บ้าน   CIV   ประแส ” จ.ระยอง,18,27,7,0,15
3874,ข่าวจริง,เขื่อนขุนด่านปราการ ชล ปริมาณ น้ำ เขื่อน   98.95 %   น้ำ ท้าย เขื่อน ระดับ  ,8,21,2,0,15
3875,ข่าวจริง,ห้าม สถาน ศึกษา ไล่ เรียน   –   ศึกษา ครรภ์ สถาน ศึกษา  ,6,13,0,0,10
3876,ข่าวจริง,"ครม.   ปัญหา หนี้สิน เกษตรกร   4   ธนาคาร รัฐ   ยอด หนี้ เงิน ต้น จำนวน   9,282.92   ล้าน บาท  ",10,21,0,0,13
3877,ข่าวจริง,เฮลั่น   เลื่อน ตั๋ว เครื่อง บิน รถไฟ บขส.ฟรี   ประกาศ เลื่อน สงกรานต์,10,14,0,0,12
3878,ข่าวจริง,สธ.   เผย ศึกษา ประสิทธิผล วัคซีน ซิโน แวค   จังหวัดภูเก็ต   ลด โอกาส ติด เชื้อ ร้อย   83.3,12,25,13,0,17
3879,ข่าวจริง,ประกัน สังคม ลด เงิน สมทบ   3 %   เวลา   3   เดือน  ,2,15,6,0,8
3880,ข่าวจริง,กรมอุตุฯ   เตือน   1216   มี.ค.   พายุ ฤดู ร้อน   พื้นที่ เสี่ยง เตรียม รับมือ  ,10,20,2,0,13
3881,ข่าวจริง,รอง โฆษก   นางสาวรัชดาฯ   เผย นายก   ทำ งาน ไทย ครอง อันดับ   1   ผลไม้ ไทย จีน   แบ่ง ตลาด ผลไม้ จีน ร้อย   41.3,18,39,6,0,18
3882,ข่าวจริง,ยื่น กู้ แอปฯ   กยศ.   Connect   ทำ สัญญา คน ค้ำ  ,10,18,3,0,6
3883,ข่าวจริง,มท. 1   ต้อนรับ เอกอัครราชทูต วิสามัญ อำนาจ เต็ม สาธารณรัฐเกาหลีประจำ ประเทศไทย   ย้ำ สอง ประเทศ มิติ ยั่งยืน,12,28,2,0,14
3884,ข่าวจริง,ประกาศ ฉบับ   เงื่อนไข เมล็ด พันธุ์ กัญชา   กัญชง   อนุญาต ช่องทาง ขนส่ง ด่าน อากาศ   น้ำ   บก  ,12,26,0,0,15
3885,ข่าวจริง,ครม.   ชะลอ ขยาย เกษียณ อายุ ราชการ   60   ปี     63   ปี  ,4,18,0,0,9
3886,ข่าวจริง,อุทยานแห่งชาติภูสอย ดาว   ขยาย เวลา ท่องเที่ยว พักแรม บริเวณ ลาน สน     30   มิ.ย.   66  ,9,20,12,0,15
3887,ข่าวจริง,กสร.   ขับเคลื่อน กิจกรรม ต่อต้าน ยา เสพ ติด โลก ประจำ ปี   2566   ยกย่อง   133   สถาน กิจการ ต้น ปลอด ยา เสพ ติด,10,22,1,0,19
3888,ข่าวจริง,รถ ยนต์ บุคคล บริการ แอปพลิเคชัน ทะเบียน ประเภท   “ รถ ยนต์ จ้าง ระบบ อิเล็กทรอนิกส์ ”   ?,9,20,0,0,17
3889,ข่าวจริง,กรมการจัดหางาน แพลตฟอร์ม   “ คน ทำ งาน ”   สำหรับ   ปชช.   คน ไทย อาชีพ อิสระ  ,8,19,0,0,12
3890,ข่าวจริง,ประกัน สังคม   ลด จ่าย เงิน สมทบ   4 %   รับมือ   COVID 19  ,5,15,3,0,9
3891,ข่าวจริง,โครงการ จ้าง งาน คน พิการ ปัง   รมว. เฮ้งพา พิการ   ขอบคุณ นายก   จ้าง งาน เป้า   45 %,10,21,3,0,15
3892,ข่าวจริง,กรมอุตุนิยมวิทยาเตือน   พายุ ไซโคลน พัด ถล่ม   1720   พ.ค.  ,5,12,4,0,8
3893,ข่าวจริง,รัฐบาล ชวน ปชช. สิทธิบัตร ทอง   ยา คุม กำเนิด   3   แผง  ,8,19,0,0,9
3894,ข่าวจริง,กทม.     BKK   PRIDE   CLINIC   คลินิก สุขภาพ เพศ หลากหลาย   21     บริการ   LGBTQ+  ,9,25,5,0,12
3895,ข่าวจริง,​ นายก   เอกอัครราชทูต ไอร์แลนด์   ไทย ศูนย์กลาง ค้า ทุน ภูมิภาค   สอง สนับสนุน ประเด็น ศึกษา   วัฒนธรรม,14,28,4,0,15
3896,ข่าวจริง,รัฐบาล   เตรียม ด่าน ชาย แดน ไทย   –   มาเลเซีย   ท่องเที่ยว เดือน   มี.ค.   65   ?,9,24,4,0,13
3897,ข่าวจริง,แหล่ง ท่องเที่ยว บริเวณ น้ำตกธาร โบก ขรณี ชั่วคราว  ,5,8,4,0,9
3898,ข่าวจริง,รมว. ศธ.   สั่งการ โรง เรียน   ยกเว้น ผ่อนผัน แต่ง เครื่องแบบ เรียน  ,7,14,2,0,13
3899,ข่าวจริง,จ้าง ลูกจ้าง   1   คน   ทะเบียน จ้าง ลูกจ้าง   รักษา สิทธิ คุ้มครอง กฎหมาย  ,5,22,0,0,13
3900,ข่าวจริง,"ครม.   อนุมัติ ประกัน ข้าว ปี   4   วง เงิน   81,000   ล้าน บาท   ?",4,18,0,0,10
3901,ข่าวจริง,ติดตั้ง ระบบ โซลาร์ เซลล์   เจ้าของ บ้าน อนุญาต รัฐ   3   หน่วยงาน  ,6,17,0,0,11
3902,ข่าวจริง,ป่วย สิทธิบัตร ทอง บริการ คลินิก ชุมชน อบอุ่น ปกติ   ค่า ใช้จ่าย  ,7,15,0,0,12
3903,ข่าวจริง,กรมอุตุฯ   ประกาศ เฝ้า ระวัง ลม มรสุม รุนแรง     46   ก.ย.   67  ,7,18,3,0,9
3904,ข่าวจริง,มาตรการ ป้องกัน แพร่ ระบาด เข้มข้น,0,6,0,0,6
3905,ข่าวจริง,กรมขนส่ง ยื่น ใบ ขับขี่ สากล     84   ประเทศ     1   พ.ค.   64  ,4,24,5,0,7
3906,ข่าวจริง,อะโวคาโด ลด เสี่ยง โรค หัวใจ  ,2,8,0,0,6
3907,ข่าวจริง,รัฐบาล   ภาษี มูลค่า   7 %   เดิม   ?,3,12,2,0,4
3908,ข่าวจริง,กรมการจัดหางาน ตำแหน่ง งาน ว่าง   2.1   แสน อัตรา  ,4,10,0,0,7
3909,ข่าวจริง,กพท.   ประกาศ โดยสาร เดินทาง ไทย   สวม หน้ากาก อนามัย เครื่อง บิน     1   ก.ค.   65  ,9,27,4,0,13
3910,ข่าวจริง,Krungthai Compass   ชี้   สินค้า เกษตร อุตสาหกรรม เกษตร   Q2 / 66   หด ตัว   คาด ปี เผชิญ แรง กดดัน เศรษฐกิจ คู่ค้า ชะลอ ตัว,15,30,7,0,15
3911,ข่าวจริง,ยกเว้น ค่า บริการ   8   สาย ด่วน   สถานการณ์ โควิด 19  ,4,12,0,0,8
3912,ข่าวจริง,ดี อีเอส   มอนิเตอร์ ข่าว ปลอม รอบ สัปดาห์   คน สนใจ ข่าว ไปรษณีย์ บังคับ พัสดุ,11,21,5,0,13
3913,ข่าวจริง,รมช. ประภัตร   พื้นที่ อำเภอศรีประจันต์   มั่นใจ   5   โครงการส่งเสริม อาชีพ   เกษตรกร สุพรรณบุรี   สร้าง   สู้ วิกฤต   COVID 19,16,32,9,0,18
3914,ข่าวจริง,"แจ้ง ธนบัตร ปลอม   รางวัล   100,000   บาท  ",3,14,3,0,8
3915,ข่าวจริง,ครม.   อนุมัติ   ขยาย เวลา ลด เงิน สมทบ ประกัน สังคม   3   เดือน     ก.ย.พ.ย.   64  ,7,24,5,0,12
3916,ข่าวจริง,วธ. ผนึก หน่วย งาน รัฐ   เอกชน เครือข่าย ศาสนา ศิลปวัฒนธรรม   กิจกรรม เฉลิม พระเกียรติ สมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ   พระบรมราชชนนีพันปี หลวง,10,15,2,0,24
3917,ข่าวจริง,กทม.   เลื่อน เวลา ค่า ธรรมเนียม ขยะมูลฝอย อัตรา   1   ปี  ,5,16,4,0,9
3918,ข่าวจริง,เขื่อนขุนด่านปราการ ชล ทำ ระบาย น้ำ     28   ส.ค.   64     ประชาชน  ,7,26,3,0,10
3919,ข่าวจริง,อุทยานแห่งชาติขุนขาน   ประกาศ ถ้ำหลวง แม่สาบ ชั่วคราว   เนื่อง น้ำ ท่วม  ,9,15,8,0,11
3920,ข่าวจริง,รถ ไฟฟ้า สาย สี ชมพู   บริการ เดิน รถ เต็ม รูปแบบ   30   สถานี     1   ก.พ.   67   ค่า โดยสาร   1545   บาท  ,6,30,6,0,16
3921,ข่าวจริง,"ธอส.   โปรโมชัน สำหรับ คน บ้าน   ผ่อน ล้าน   3,500   บาท   ดอกเบี้ย ต่ำ   2.80 %   ปี   ผ่อน   40   ปี  ",8,35,9,0,13
3922,ข่าวจริง,ฮ่องกง ไทย ประเทศ เสี่ยง   ฉีด วัคซีน ไทย ฮ่องกง   ?,9,19,2,0,8
3923,ข่าวจริง,กระทรวงการต่างประเทศ ทำ พาสปอร์ต   จ่าย ค่า ธรรมเนียม เท่าเดิม จำกัด   100   คน /     212   ม.ค.   67  ,7,29,8,0,14
3924,ข่าวจริง,กรมทางหลวง ชนบท   ซ่อมบำรุงสะพาน ท่า เทียบ เรือ   ( ตร. 001 )   อำเภอเกาะกูด   จังหวัดตราด  ,12,21,14,0,12
3925,ข่าวจริง,กยศ.   ขยาย เวลา ลด ดอกเบี้ย เงิน กู้ยืม   เงิน ต้น   เบี้ย   เดือน มิ.ย.   65  ,9,20,3,0,11
3926,ข่าวจริง,ก.แรงงาน   ประชาชน ฝึก ทักษะ อาชีพ   ออนไลน์   20   หลักสูตร   ฟรี   ?,7,20,2,0,10
3927,ข่าวจริง,คพ.     9   ค่าย รถ ยนต์   โครงการ คลินิก รถ   ลด ฝุ่น   PM   2.5   ปี   2566   ?,8,27,4,0,10
3928,ข่าวจริง,สธ.   กั้น   เอกชน วัคซีน ไฟเซอร์   ?,6,16,2,0,4
3929,ข่าวจริง,"วราวุธ     บริหาร     ขรก. พม.   น้อม รำลึก   ร.  9   เนื่อง   "" นวมินทรมหาราช """,16,28,2,0,11
3930,ข่าวจริง,ประกัน สังคม ขยาย เวลา ฉีด วัคซีน ไข้ หวัด ใหญ่ฟรี  ,5,6,0,0,9
3931,ข่าวจริง,การรถไฟฯ   แจ้ง ยกเลิก ขบวน รถ   ขบวน     3   พ.ค.   63  ,3,21,3,0,7
3932,ข่าวจริง,รัฐบาล เตรียม ธนาคาร อุปกรณ์ คน พิการ   ส่งเสริม อาชีพ จังหวัด ชาย แดน   3   จังหวัด  ,8,18,3,0,13
3933,ข่าวจริง,"พม.   สมาคมพัฒนาสถาน เลี้ยง เด็ก ไทย   ระดับ ปลอด ภัย สถาน เลี้ยง เด็ก   1,284     ประเทศ  ",9,23,7,0,15
3934,ข่าวจริง,ดี อีเอส   แจง คืบหน้า บริหารจัดการ ไทยคม ดี อีเอสNT   –   อนุมัติ โครงการ กองทุนดี อี   บอร์ดดีอี,14,28,23,0,14
3935,ข่าวจริง,กรมการขนส่งทางบก   งดอบรม อายุ   ทำ ใบ ขับขี่ ชนิด   ประเทศ     ?,8,18,1,0,9
3936,ข่าวจริง,อนุมัติ งบ   2.9   พัน ล้าน   อุดหนุน ค่า อาหาร กลาง เรียน   ม. 13   โรง เรียน ขยาย โอกาส ศึกษา  ,9,22,4,0,15
3937,ข่าวจริง,พม.   เชิญ งาน กาชาด   ประจำ ปี   2565     “ 9   ทศวรรษ   ร่ม พระบารมี   สดุดี สภานายิกาสภากาชาดไทย ”     18   ธ.ค.   65   สวนลุมพินี,19,38,8,0,15
3938,ข่าวจริง,หยุด ราชการ กรณี พิเศษ ประชุม เอเปค     29,3,11,0,0,7
3939,ข่าวจริง,“ ยุติธรรม   เผย   สถานการณ์ โควิด 19   กรมราชทัณฑ์   ติด เชื้อ ลด   ติด เชื้อ รักษา หาย   ๙๓.๒ %   เรือน จำระบาด   ๑๐     เตรียม   EXIT   เรือนจำ   ๕   เดือน ”,14,54,5,0,24
3940,ข่าวจริง,​ นายก   ย้ำ รัฐบาล ทำ งาน ยึด ประโยชน์ ประเทศชาติ หลัก   กรณี กัญชา ยา เสพ ติด เจ้าหน้าที่ คุย เรียบร้อย,10,26,0,0,17
3941,ข่าวจริง,ครม.   ราคา น้ำตาล ทราย   ราคา ขาย ปลีก   2   บาท กิโลกรัม  ,6,16,5,0,9
3942,ข่าวจริง,กรุงเทพฯ   เตรียม รับมือ ระดับ น้ำ เจ้าพระยา   2040   ซม.     2330   ต.ค.   64  ,7,23,7,0,12
3943,ข่าวจริง,กระทรวงแรงงาน   แรงงาน ไทย ทำ งาน เกาหลี   ประเภท กิจการ เกษตร / ปศุสัตว์  ,8,16,3,0,11
3944,ข่าวจริง,ปี   67   อุณหภูมิ ร้อน ทะลุ   44   องศา  ,3,14,0,0,6
3945,ข่าวจริง,ฝ่าฝืน เคอร์ฟิว     ตักเตือน  ,5,10,0,0,4
3946,ข่าวจริง,กยศ.   ขยาย เวลา ลด ดอกเบี้ย กู้ยืม ร้อย   0.01   ปี   เบี้ย ร้อย   0.5   ปี     30   มิ.ย.   66  ,7,31,12,0,11
3947,ข่าวจริง,รัฐบาล อนุมัติ พื้นที่ ร่อง   5   จังหวัด   ผับ ตี   4   กระตุ้น เศรษฐกิจ  ,6,21,0,0,7
3948,ข่าวจริง,ศึกษา ระบบ อนุญาต   สช.    ,2,9,1,0,5
3949,ข่าวจริง,จีน ด่าน โมฮ่าน ทุเรียน ไทย   “ อลงกรณ์ ”   ย้ำ เข้มงวด มาตรการ ปัองกัน ปนเปื้อน โค วิด,13,23,3,0,14
3950,ข่าวจริง,สธ.   สิทธิบัตร ทอง ป่วย มะเร็ง   ฝัง แร่ รักษา ผ่าตัด หุ่น ยนต์ ฉาย รังสี โปรตอน  ,10,19,2,0,13
3951,ข่าวจริง,อว.   ผลักดัน คณะ วิชา   3   ม.ราชภัฏ   “ ร้อยเอ็ด     ชัยภูมิ     ศรีษะเกษ ”   สำเร็จ   แก้ ปัญหา เรื่อง โครงสร้าง หน่วย งาน อัตรา ยืดเยื้อ สิบ ปี,16,41,2,0,22
3952,ข่าวจริง,สธ.   เตรียม ฉีด ป้องกัน มะเร็ง ปาก มด ลูก หญิง ไทย อายุ   1120   ปี   1   ล้าน โดส  ,11,24,9,0,13
3953,ข่าวจริง,ก. อุตฯ   จุด เทียน มหามงคล สดุดี เฉลิม พระเกียรติ น้อม รำลึก พระมหากรุณาธิคุณฯ  ,12,18,3,0,13
3954,ข่าวจริง,ไอเรื้อรัง   สัญญาณ เตือน มะเร็ง ปอด  ,6,8,2,0,7
3955,ข่าวจริง,อุทยานฯ   หมู่เกาะสุรินทร์   อ่าวเต่า   15   ต.ค.   6615   พ.ค.   67  ,8,24,13,0,8
3956,ข่าวจริง,สรุป ข่าว ประชุม คณะ รัฐมนตรี       21   มีนาคม   2566,8,12,0,0,8
3957,ข่าวจริง,กทม. ผ่อน ปรน สถาน   13   ประเภท     22   ม.ค.   ?,3,16,4,0,7
3958,ข่าวจริง,กทพ.   ยกเว้น ค่า พิเศษ   3   เส้นทาง     13     23   ต.ค.   65  ,5,24,4,0,8
3959,ข่าวจริง,นายก   สนับสนุน หน่วย งาน รัฐ อุทยาน หลวงราชพฤกษ์ งาน เทศกาล   ส่งเสริม ท่องเที่ยว เหนือ   ประชาชน พื้นที่,11,21,5,0,16
3960,ข่าวจริง,ด่วน ฟรี   หยุด นักขัตฤกษ์   ปี   2578  ,5,13,0,0,6
3961,ข่าวจริง,โฆษก รัฐบาล เผย   นายก   ชื่นชม เด็ก ไทย   สร้าง ชื่อเสียง ประเทศ   แข่งขัน ฟิสิกส์ โอลิมปิก ระดับ ทวีปเอเชีย     23   ประจำ ปี   2566   ( The   23rd   Asian   Physics   Olympiad   :   APhO   2023 ),24,47,19,0,30
3962,ข่าวจริง,"ธนาคารอิสลามแห่งประเทศไทย ปล่อย สินเชื่อ บ้าน   อนุมัติ ไว ประเมิน   ผ่อน ต่ำ ล้าน   2,500   บาท เดือน  ",10,26,9,0,16
3963,ข่าวจริง,กรมการจัดหางาน   สมัคร ฝึก งาน ประเทศญี่ปุ่น องค์กร   IM  JAPAN  ,7,14,2,0,10
3964,ข่าวจริง,แบงก์ ชาติ ไทย มติ อัตรา ดอกเบี้ย นโยบาย   + 0.25 %     2.50 %   ปี  ,5,18,7,0,9
3965,ข่าวจริง,เที่ยว   เลื่อน สิทธิ์   เม.ย.   64   ค่า ใช้จ่าย   ?,4,20,0,0,9
3966,ข่าวจริง,นายก รัฐมนตรี ย้ำ เร่ง ดำเนิน เรื่อง ร้องเรียน เกี่ยว แพร่ ระบาด โรค โควิด 19   รูปธรรม   สร้าง ประชาชน,9,24,0,0,19
3967,ข่าวจริง,สปสช.   เตรียม สิทธิบัตร ทอง   9   รพ. เอกชน ยกเลิก สัญญา   เลือก หน่วย บริการ   10   ต.ค.   65  ,5,28,6,0,18
3968,ข่าวจริง,ค่า ล่วงเวลา จ่าย เงิน   ชดเชย หยุด  ,4,13,0,0,5
3969,ข่าวจริง,รพ. เอกชนคลินิก   ปฏิเสธ รักษา ป่วย ตรวจ ติด เชื้อ โควิด 19    ,8,21,2,0,10
3970,ข่าวจริง,โฆษก รัฐบาล เผย   รัฐบาล ดึง ตลาด ท่องเที่ยว เรือ สำราญ     Netflix   คู่มือ ท่องเที่ยว ไทย   ส่งเสริม อุตสาหกรรม ท่องเที่ยว     Soft   power,16,34,8,0,19
3971,ข่าวจริง,ศบค .   ชุด ชอบ ขยาย เวลา   พ.ร.ก. ฉุกเฉิน     1   เดือน,5,17,4,0,7
3972,ข่าวจริง,ทราย ธรรมชาติ ชนิด   สินค้า ห้าม  ,2,9,0,0,5
3973,ข่าวจริง,PM   delivers   statement   at   “ Highlevel   Dialogue   on   Energy   Summit   2021 ”,11,20,0,0,10
3974,ข่าวจริง,""" ชาดา ""   งาน ประเพณี   รำ ลึก   261   ปี   พระยาสังฆะบุรี ศรีนคร อัจจะ   จ.สุรินทร์   ดัน ยอด ท่องเที่ยว   ส่งเสริม คน พื้นที่",17,34,15,0,17
3975,ข่าวจริง,เกณฑ์ ค่า รักษา ราชการ ติด เชื้อ   HIV     ไต วาย เรื้อรัง,9,11,0,0,9
3976,ข่าวจริง,ห้าม รถ ชนิด เดิน รถ ถนน อู่ทองใน   เว้น อนุญาต พนักงาน จราจร  ,9,17,3,0,13
3977,ข่าวจริง,โฆษก ดี อีเอส   ตัว เลข เบาะแส ข่าว ปลอม   1   ล้าน ข้อความ /,7,18,3,0,8
3978,ข่าวจริง,คืบหน้า โครงการ คน ครึ่ง     3   โครงการ,5,16,0,0,5
3979,ข่าวจริง,ครม.   อนุมัติ จ่าย เงิน บำเหน็จ ชรา ภาพ   2.95 %     1   พ.ค. 31   ก.ค.   65  ,3,23,8,0,10
3980,ข่าวจริง,จ้าง สั่ง ลูกจ้าง กักตัว   จ่าย ค่า จ้าง ห้าม งาน  ,7,15,0,0,8
3981,ข่าวจริง,สธ. ยัน ชุด ตรวจ  ATK   เกณฑ์ มาตรฐาน   อย.   ประสิทธิภาพ,7,16,3,0,9
3982,ข่าวจริง,ธอส.   ตัว เพจ   บ้าน มือ สอง   ธอส.   ( @ GHBALLHOME )   ศูนย์ บ้านมือ สอง คุณภาพ ดี   ธอส.,11,20,3,0,11
3983,ข่าวจริง,Easy   pass   ระดับ ดอนเมือง โทลล์เวย์     23   เม.ย.   65    ,6,23,3,0,10
3984,ข่าวจริง,ร่างกาย แมกนีเซียม ปวด หัวไมเกรน   ?,4,10,0,0,6
3985,ข่าวจริง,รถ ไฟฟ้า   MRT   บริการ ตี   2   –   ขยาย เวลา ลาน จอด ตี   3   รองรับ คืน ข้าม ปี เทศกาล ปี  ,9,30,11,0,12
3986,ข่าวจริง,กระทรวงเกษตรฯ   ประชุม คณะ กรรมการ อำนวย โครงการ   “ รักษ์ น้ำ พระแม่ แผ่นดิน ”   เชิญชวน หน่วย งาน สังกัด กิจกรรม เฉลิม พระเกียรติ พระบาทสมเด็จพระเจ้าอยู่หัว   เนื่อง โ,19,32,5,0,25
3987,ข่าวจริง,ประกัน ชาย มาตรา   33     39   กรณี บุตร   เบิกจ่าย เงิน กอง ทุน ประกัน สังคม  ,7,22,0,0,14
3988,ข่าวจริง,ร้าน ยา   700   สปสช.   ดูแล ป่วย โควิด   19   เจอ แจกจบ  ,6,19,1,0,10
3989,ข่าวจริง,ครม.   อนุมัติ ราคา กลาง จําหน่าย นม   โครงการ นม โรง เรียน  ,8,15,0,0,12
3990,ข่าวจริง,รฟท.   มือ   สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง   หน่วย แพทย์ เคลื่อน,10,17,8,0,12
3991,ข่าวจริง,7   เสี่ยง สิทธิ รักษาพยาบาล ฉีด วัคซีน ไข้ หวัด ฟรี     31   ส.ค.   67  ,7,20,3,0,10
3992,ข่าวจริง,ธปท.   ผ่อนคลาย มาตรการ   LTV   ชั่วคราว   กู้ ซื้อ อสังหา     100 %   ปี   65  ,7,23,3,0,9
3993,ข่าวจริง,รมช. ประภัตร   ทีม บริหาร กระทรวงเกษตรฯ   ตรวจ เยี่ยม แปลง แพะ อำเภอเหนือ คลอง   จังหวัดกระบี่,11,20,9,0,15
3994,ข่าวจริง,รมช. เกษตรฯ   ติดตาม คืบหน้า ปรับปรุง ประสิทธิภาพ อ่าง น้ำห้วยแม่ฮ่องสอน   ปัญหา ขาดแคลน น้ำ,8,16,3,0,15
3995,ข่าวจริง,นายก   ประกาศ ห้าม ชุมนุม รอบ พื้นที่ ศูนย์สิริกิติ์     19   สถานที่ พำนัก ผู้แทน ประเทศ   ประชุม เอเปค  ,11,24,2,0,14
3996,ข่าวจริง,กฟภ.   ประกาศ อัตรา ค่า ไฟ สถานีชาร์จรถ   EV  ,7,12,0,0,8
3997,ข่าวจริง,  “ 10   นโยบาย เร่งด่วน ”   เร่ง สร้าง โอกาส เสมอภาค เศรษฐกิจ   ” นายก รัฐมนตรี เร่ง ผลักดัน   แก้ หนี้   ลด จ่าย   กระตุ้น เศรษฐกิจ   ปัญหา มั่นคง สังคม,17,35,0,0,25
3998,ข่าวจริง,เงิน อุดหนุน บุตร   โอน เงิน สด บัญชี ประเทศ  ,5,9,0,0,8
3999,ข่าวจริง,จ่าย เงิน เบี้ย ชีพ สูงอายุ   เบี้ย พิการ   บัญชี เงิน ฝาก  ,5,15,0,0,9
4000,ข่าวจริง,ธ.ก.ส.   ปล่อย สินเชื่อ ดอกเบี้ย   0 %   6   เดือน   ช่วยเหลือ เกษตรกร ภัย น้ำ ท่วม  ,6,19,6,0,9
4001,ข่าวจริง,ธ.ก.ส.   ยกเลิก   SMS   อีเมล แนบ ลิงก์ ข้อมูล บุคคล กรณี  ,6,17,1,0,8
4002,ข่าวจริง,“ จิราพร ”   งาน กอง ทุนหมู่ บ้าน     ‘ รัฐบาล ไทย ’   สาน ภารกิจ ฟื้นฟู เศรษฐกิจ ฐาน ราก ยั่งยืน,18,27,5,0,14
4003,ข่าวจริง,พิการ อุบัติเหตุ รถ ถนน   ยื่น เรื่อง จัดสรร เงิน ค่า อุปกรณ์     1   พ.ย.   –   29   ธ.ค.   66  ,10,35,9,0,11
4004,ข่าวจริง,รฟม.   อนุมัติ   MRT   สาย สี ม่วง   20   บาท   สาย     1   ธ.ค.    ,5,24,7,0,8
4005,ข่าวจริง,ครม.   อนุมัติ งบ ปี   68   จ้าง ภารโรง   เวร แทน  ,6,16,0,0,8
4006,ข่าวจริง,มท. 1   สั่งการ จังหวัด เตรียม รับมือ อุทกภัย ฤดู ฝน   ย้ำ บูรณาการ ทำ งาน ระบบ   ทันต่อ สถานการณ์   สร้าง รู้ ประชาชน ช่องทาง ต่อเนื่อง,12,31,0,0,21
4007,ข่าวจริง,ครม.   อนุมัติ โครงการ ศึกษา ปลอด ภัย วัคซีน ใบ ยา ไฟโตฟาร์ม  ,8,12,10,0,9
